<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20151022,00:00:00,86.6700000,87.6000000,86.0300000,86.5300000,90555350
20151023,00:00:00,87.2300000,90.4500000,86.9700000,90.4500000,137181060
20151026,00:00:00,90.8700000,92.7000000,89.7200000,92.3000000,154561010
20151027,00:00:00,91.9000000,91.9200000,88.7300000,89.0000000,137700310
20151028,00:00:00,89.0500000,90.4900000,87.3300000,90.0500000,128511200
20151029,00:00:00,89.7300000,91.0000000,88.3100000,88.6000000,114384310
20151030,00:00:00,88.7500000,90.8000000,88.1200000,90.5300000,85366080
20151102,00:00:00,90.2500000,93.8000000,89.6600000,93.6500000,124983010
20151103,00:00:00,93.8600000,95.5900000,93.3200000,95.4000000,122392690
20151105,00:00:00,96.0000000,96.6000000,94.6000000,95.5000000,126679170
20151106,00:00:00,95.5000000,95.9100000,93.5700000,94.0900000,106562480
20151109,00:00:00,94.4900000,94.7900000,92.7000000,92.9500000,78965580
20151110,00:00:00,92.7600000,94.4200000,92.0200000,94.3500000,71406950
20151111,00:00:00,94.2000000,94.8600000,92.6500000,94.0000000,77455220
20151112,00:00:00,93.4300000,94.7700000,92.6900000,94.2900000,79120920
20151113,00:00:00,93.4200000,94.3900000,92.9600000,93.4000000,78881520
20151116,00:00:00,93.0900000,96.1400000,93.0100000,95.8000000,88002030
20151117,00:00:00,96.5200000,102.6700000,96.5200000,102.5000000,180740130
20151118,00:00:00,102.7800000,104.5900000,101.7400000,104.0000000,136465200
20151119,00:00:00,104.6300000,108.5500000,102.5400000,104.8600000,190977640
20151120,00:00:00,104.3400000,107.3000000,103.1900000,107.3000000,113665790
20151123,00:00:00,106.8500000,110.3200000,105.2200000,109.9800000,173177320
20151124,00:00:00,109.8300000,110.7000000,105.1500000,105.6000000,154124530
20151125,00:00:00,106.2100000,108.9400000,105.4400000,108.5100000,119438820
20151126,00:00:00,108.7800000,109.3000000,105.6000000,106.4800000,80594160
20151127,00:00:00,105.7400000,106.0600000,103.7000000,104.5500000,93246670
20151130,00:00:00,103.9000000,105.9000000,102.7500000,102.9000000,87093940
20151201,00:00:00,103.5100000,103.9000000,100.6000000,101.3000000,98740920
20151202,00:00:00,101.4900000,103.4900000,101.1500000,102.5000000,89679440
20151203,00:00:00,101.9100000,105.0200000,101.5000000,104.0000000,96330850
20151204,00:00:00,103.7000000,105.6700000,102.2500000,103.0500000,107482110
20151207,00:00:00,103.4500000,104.9000000,102.7800000,103.0000000,91307170
20151208,00:00:00,102.8100000,103.0800000,96.9500000,97.0000000,159192320
20151209,00:00:00,97.4800000,101.0500000,97.2400000,100.6600000,118977140
20151210,00:00:00,100.2500000,101.7500000,99.6700000,100.1300000,88882360
20151211,00:00:00,99.8800000,100.5900000,97.7600000,98.1500000,90910000
20151214,00:00:00,97.6000000,98.3700000,96.2300000,97.7000000,101803240
20151215,00:00:00,98.3600000,100.7900000,98.2400000,100.0000000,87414990
20151216,00:00:00,100.2600000,102.5000000,100.0700000,102.4500000,70519150
20151217,00:00:00,102.8500000,105.1800000,102.5500000,103.7500000,120045750
20151218,00:00:00,103.0500000,103.1800000,98.8000000,98.8100000,108739650
20151221,00:00:00,98.9400000,100.8000000,97.6500000,98.7300000,81350840
20151222,00:00:00,99.5000000,100.4000000,99.1000000,99.8000000,48754440
20151223,00:00:00,100.1500000,102.9600000,100.1300000,102.9600000,72242830
20151224,00:00:00,103.7000000,103.8900000,100.4000000,101.3500000,72100810
20151225,00:00:00,101.8300000,102.3200000,100.7800000,101.3400000,26162460
20151228,00:00:00,101.2500000,101.5400000,99.4600000,100.2000000,36917760
20151229,00:00:00,100.4200000,102.5000000,99.7400000,101.8200000,72668060
20151230,00:00:00,101.6700000,101.8500000,100.4700000,101.2600000,38859760
20160104,00:00:00,101.0000000,101.7800000,97.9400000,98.0100000,51183990
20160105,00:00:00,97.9400000,99.2400000,97.1600000,98.8900000,48997370
20160106,00:00:00,98.7200000,99.5600000,96.8300000,96.8500000,40688180
20160111,00:00:00,93.7000000,94.8900000,91.0100000,91.0300000,85788320
20160112,00:00:00,89.5000000,92.8800000,88.5200000,91.7100000,109778950
20160113,00:00:00,92.7000000,93.8800000,91.2500000,91.5000000,74000750
20160114,00:00:00,90.9800000,93.1500000,90.3700000,93.0400000,80962520
20160115,00:00:00,92.4300000,92.9500000,86.8500000,87.2700000,133569990
20160118,00:00:00,86.3000000,88.2800000,85.1000000,86.1500000,100385360
20160119,00:00:00,87.3200000,89.7000000,85.7600000,86.6800000,113948150
20160120,00:00:00,84.9000000,85.1900000,82.2000000,83.8300000,134106610
20160121,00:00:00,84.2400000,87.1500000,83.2700000,86.0000000,143653780
20160122,00:00:00,88.9700000,92.2800000,87.6200000,91.5000000,206844770
20160125,00:00:00,92.5500000,93.3500000,90.0000000,91.0000000,131617230
20160126,00:00:00,89.1100000,91.7600000,88.7400000,91.5000000,105032370
20160127,00:00:00,91.9800000,96.2600000,91.4700000,95.7500000,150750760
20160128,00:00:00,95.7800000,97.2800000,94.3300000,96.6900000,179401240
20160129,00:00:00,97.4800000,98.7000000,95.1200000,96.5000000,164734030
20160201,00:00:00,96.3500000,97.4900000,95.2900000,96.5000000,89540470
20160202,00:00:00,95.6700000,97.0700000,93.7500000,94.4000000,128914040
20160203,00:00:00,93.9100000,96.8900000,93.7100000,94.5300000,112674290
20160204,00:00:00,98.4800000,98.4900000,96.7100000,97.5700000,120693420
20160205,00:00:00,97.0100000,97.9800000,96.3500000,97.2000000,81229760
20160208,00:00:00,97.0500000,97.8600000,93.8500000,94.7000000,106112220
20160209,00:00:00,93.9800000,95.6300000,92.7000000,93.8900000,121139330
20160210,00:00:00,93.5000000,96.7700000,93.1600000,96.3500000,111291300
20160211,00:00:00,95.7100000,96.1000000,93.0500000,94.2000000,115241960
20160212,00:00:00,95.1400000,95.6700000,94.1800000,94.8500000,79177230
20160215,00:00:00,96.0100000,96.3700000,94.9300000,95.2500000,68273680
20160216,00:00:00,95.9500000,97.2800000,95.7000000,96.5100000,114762620
20160217,00:00:00,96.5100000,99.3800000,96.0500000,99.2000000,114642730
20160218,00:00:00,99.8800000,102.8000000,99.7500000,102.7000000,125518410
20160219,00:00:00,101.9800000,103.5700000,101.0000000,101.5000000,171509110
20160220,00:00:00,101.6400000,102.6000000,101.5000000,102.3500000,17989490
20160222,00:00:00,102.5800000,104.3900000,102.3900000,103.2000000,66162380
20160224,00:00:00,101.9900000,102.7000000,100.7900000,102.1000000,88950780
20160225,00:00:00,102.6500000,104.3500000,101.5100000,104.0500000,110133640
20160226,00:00:00,105.0100000,107.1500000,104.8300000,106.2400000,143848820
20160229,00:00:00,105.5700000,107.3800000,104.8100000,107.0000000,91688580
20160301,00:00:00,107.5000000,108.7900000,106.4200000,108.2600000,114771730
20160302,00:00:00,109.0100000,109.2000000,106.1000000,106.1200000,97665960
20160303,00:00:00,106.7000000,107.6300000,105.4000000,106.9900000,80139720
20160304,00:00:00,107.5700000,109.0200000,106.7000000,108.9900000,84055380
20160307,00:00:00,109.6300000,110.2000000,108.5700000,109.4700000,74951360
20160309,00:00:00,108.9800000,109.0700000,107.5000000,108.1500000,72379620
20160310,00:00:00,108.2800000,109.9000000,107.6700000,108.8400000,94907390
20160311,00:00:00,109.2000000,109.9500000,108.5500000,109.2600000,61241500
20160314,00:00:00,109.2900000,109.5600000,108.4000000,109.2600000,66447890
20160315,00:00:00,109.5800000,110.2900000,106.0900000,106.4600000,126167970
20160316,00:00:00,107.2000000,107.2700000,106.1200000,107.0000000,75628070
20160317,00:00:00,107.7000000,109.4900000,107.7000000,109.4700000,92849150
20160318,00:00:00,109.5900000,112.5000000,108.9100000,112.4000000,134588820
20160321,00:00:00,111.5000000,112.9200000,110.5000000,112.0700000,115398170
20160322,00:00:00,112.2800000,114.1900000,111.0000000,111.4900000,107504430
20160323,00:00:00,111.2700000,112.1000000,108.7000000,109.1000000,104058640
20160324,00:00:00,108.5800000,109.2900000,107.0500000,108.0600000,93378980
20160325,00:00:00,108.6300000,109.5000000,108.6300000,109.1000000,32897550
20160328,00:00:00,109.9900000,110.1100000,107.6900000,108.1200000,49458060
20160329,00:00:00,107.9100000,108.4400000,105.3500000,107.0500000,86806520
20160330,00:00:00,107.9600000,109.9100000,107.5200000,109.1500000,84179670
20160331,00:00:00,108.7200000,110.5900000,107.3200000,109.9000000,106464080
20160401,00:00:00,109.3200000,109.4000000,107.0100000,108.5200000,101161710
20160404,00:00:00,108.2200000,109.6900000,107.1000000,108.2000000,80407450
20160405,00:00:00,107.2300000,107.6400000,106.0000000,106.8700000,75497660
20160406,00:00:00,107.6400000,108.3000000,107.0500000,108.0000000,75393670
20160407,00:00:00,108.9800000,109.3800000,107.6200000,108.5100000,80198430
20160408,00:00:00,108.8600000,113.3000000,108.5600000,112.9200000,124397630
20160411,00:00:00,112.9600000,117.8500000,112.6200000,117.3500000,150641490
20160412,00:00:00,117.2700000,119.3900000,115.8200000,117.9500000,120987100
20160413,00:00:00,118.1000000,119.9500000,117.3500000,119.5000000,103342960
20160414,00:00:00,119.0400000,119.5500000,117.8900000,119.3000000,87945210
20160415,00:00:00,118.9900000,119.9100000,118.1100000,119.3000000,70457880
20160418,00:00:00,117.1200000,118.2000000,116.0100000,118.2000000,91536570
20160419,00:00:00,118.8300000,123.3500000,118.7800000,121.5000000,137624630
20160420,00:00:00,120.6900000,123.9700000,119.9000000,123.7500000,104316770
20160421,00:00:00,124.9900000,125.5500000,118.2000000,119.1700000,181664640
20160422,00:00:00,119.6400000,121.3900000,117.9000000,121.2500000,102968520
20160425,00:00:00,121.0000000,121.5100000,119.6000000,120.0800000,67336110
20160426,00:00:00,119.9700000,119.9700000,116.7500000,119.7000000,87560980
20160427,00:00:00,120.2400000,122.3700000,119.5700000,120.8000000,90692430
20160428,00:00:00,121.3200000,124.3900000,120.0000000,124.3900000,86103090
20160429,00:00:00,124.4400000,125.7800000,122.0000000,123.5500000,102783950
20160504,00:00:00,121.5000000,122.3900000,119.3100000,120.9600000,84858050
20160505,00:00:00,121.2800000,122.3000000,120.4000000,120.9200000,55968600
20160506,00:00:00,120.3100000,120.8600000,118.4100000,120.6400000,70246720
20160510,00:00:00,119.8000000,121.3500000,118.5700000,119.5500000,66102880
20160511,00:00:00,120.0600000,123.6200000,119.5700000,123.4500000,85314900
20160512,00:00:00,123.4500000,124.3800000,121.0100000,121.2000000,82024670
20160513,00:00:00,121.4000000,121.9500000,119.6900000,121.0700000,63678800
20160516,00:00:00,122.1000000,123.6200000,121.6300000,122.6000000,58974060
20160517,00:00:00,122.8800000,123.2700000,120.6000000,122.7100000,72488460
20160518,00:00:00,122.4900000,123.5400000,121.8300000,123.1200000,50018810
20160519,00:00:00,121.9900000,122.1700000,120.3000000,120.5000000,72263880
20160520,00:00:00,121.7900000,122.4700000,120.8000000,121.9000000,53918680
20160523,00:00:00,121.3000000,122.2000000,120.1200000,121.5100000,56384330
20160524,00:00:00,121.4200000,124.0700000,121.3500000,123.5000000,56867780
20160525,00:00:00,124.4500000,128.5500000,124.4100000,127.8700000,113976050
20160526,00:00:00,128.5500000,133.0500000,126.9000000,132.1600000,125157540
20160527,00:00:00,131.6200000,134.7900000,131.3500000,133.2000000,87155860
20160530,00:00:00,133.5500000,135.0800000,132.5500000,134.4500000,37557070
20160531,00:00:00,134.7900000,135.9800000,132.5600000,132.5600000,93293740
20160601,00:00:00,132.3600000,133.2100000,131.3100000,131.3600000,64123110
20160602,00:00:00,131.6000000,133.0800000,130.5100000,132.3000000,63910540
20160603,00:00:00,133.0800000,134.4400000,131.0400000,131.5900000,68130080
20160606,00:00:00,132.1000000,134.7400000,132.0000000,133.9900000,48631250
20160607,00:00:00,134.5100000,139.9700000,134.0200000,139.9700000,101116160
20160608,00:00:00,141.1200000,142.0000000,137.4400000,139.3900000,88340850
20160609,00:00:00,139.8900000,140.7100000,137.0700000,139.6100000,56565300
20160610,00:00:00,137.7800000,137.9400000,133.3500000,133.5000000,64481000
20160614,00:00:00,131.2100000,132.3700000,126.1500000,127.0800000,109217780
20160615,00:00:00,126.9000000,130.2300000,126.6100000,129.8900000,80291260
20160616,00:00:00,129.0000000,129.2400000,125.8500000,127.1000000,67086030
20160617,00:00:00,128.6000000,130.7500000,128.4900000,128.7000000,66699700
20160620,00:00:00,132.4500000,133.4800000,131.2000000,132.1300000,47630400
20160621,00:00:00,132.1000000,133.4300000,129.9400000,133.3900000,52397860
20160622,00:00:00,134.6400000,135.7900000,133.5100000,134.8100000,45326330
20160623,00:00:00,134.4200000,138.2800000,133.8900000,138.0000000,55130360
20160624,00:00:00,131.5000000,133.5000000,129.1200000,133.4000000,106884700
20160627,00:00:00,133.9000000,134.8300000,125.3500000,126.2000000,117399890
20160628,00:00:00,127.8500000,129.7100000,125.7000000,129.5700000,91194040
20160629,00:00:00,130.6400000,133.9500000,129.8200000,133.8800000,67111590
20160630,00:00:00,133.6500000,135.3400000,131.1400000,133.0000000,86930940
20160701,00:00:00,133.3300000,134.3400000,131.5500000,133.8500000,64519920
20160704,00:00:00,134.6500000,135.8400000,133.8000000,134.6000000,37718210
20160705,00:00:00,133.9000000,133.9000000,131.7300000,131.8500000,44204110
20160706,00:00:00,131.5100000,132.0400000,127.8500000,129.3600000,70388370
20160707,00:00:00,130.5000000,133.5000000,130.0200000,131.8000000,77389640
20160708,00:00:00,130.6300000,134.4900000,130.3500000,134.4100000,75673040
20160711,00:00:00,134.8000000,137.7700000,134.5200000,137.2000000,69766630
20160712,00:00:00,137.5500000,140.4700000,136.9000000,140.4000000,63663050
20160713,00:00:00,140.2900000,141.3500000,137.8800000,139.4000000,85646210
20160714,00:00:00,140.0100000,140.6500000,137.5700000,140.0000000,61259330
20160715,00:00:00,139.3800000,139.7400000,137.2500000,138.1200000,53525020
20160718,00:00:00,138.3800000,139.9300000,137.9000000,139.9300000,46916320
20160719,00:00:00,139.7500000,141.1000000,138.4200000,139.4700000,53210010
20160720,00:00:00,139.5500000,140.0000000,137.4100000,138.5700000,63427030
20160721,00:00:00,139.3400000,139.8500000,137.8000000,138.5000000,32366650
20160722,00:00:00,137.8600000,138.8700000,137.5700000,137.8000000,33593300
20160725,00:00:00,138.2500000,138.6600000,135.5000000,136.0000000,47079530
20160726,00:00:00,136.2000000,136.7000000,133.3300000,135.7500000,65090650
20160727,00:00:00,136.1000000,137.6000000,135.2000000,136.9000000,62432830
20160728,00:00:00,137.0500000,137.3400000,134.8200000,136.8500000,56309740
20160729,00:00:00,136.6000000,139.8100000,135.9300000,139.1500000,59148860
20160801,00:00:00,140.0000000,141.2100000,137.5900000,138.5200000,47097920
20160802,00:00:00,138.4500000,138.6000000,135.0000000,135.0600000,57219190
20160803,00:00:00,134.7300000,136.2000000,134.2700000,135.7300000,46770910
20160804,00:00:00,136.4700000,137.6000000,136.0200000,137.1400000,41545410
20160805,00:00:00,137.4900000,138.8900000,137.3100000,138.6900000,44468520
20160808,00:00:00,139.0200000,140.1000000,138.0000000,139.4500000,43494750
20160809,00:00:00,139.2000000,140.2500000,137.8500000,139.2000000,52285030
20160810,00:00:00,139.2000000,139.8000000,138.1400000,138.3000000,36143560
20160811,00:00:00,138.1600000,139.7400000,137.6800000,139.7000000,38330410
20160812,00:00:00,140.2000000,141.3900000,139.1000000,139.4500000,44335520
20160815,00:00:00,140.2500000,140.4900000,138.8600000,139.5000000,40173330
20160816,00:00:00,139.5100000,141.0800000,138.0300000,138.1000000,64904690
20160817,00:00:00,138.2100000,138.8000000,137.1700000,138.4400000,42730300
20160818,00:00:00,138.7200000,140.1400000,136.2000000,137.0000000,62012990
20160819,00:00:00,137.7000000,137.7000000,135.5200000,135.8000000,42530000
20160822,00:00:00,135.2000000,137.4700000,134.6000000,137.3700000,47485130
20160823,00:00:00,136.9500000,140.4800000,136.9000000,140.3500000,59116300
20160824,00:00:00,139.7000000,140.5000000,138.5200000,139.5000000,46251770
20160825,00:00:00,139.9900000,142.9000000,139.6700000,142.8400000,75944360
20160826,00:00:00,143.2400000,145.6000000,143.2000000,145.2500000,75015960
20160829,00:00:00,144.4500000,144.4700000,142.5100000,143.5500000,45614050
20160830,00:00:00,143.5800000,145.3000000,143.1800000,143.1800000,50443440
20160831,00:00:00,143.1800000,144.0500000,142.5500000,143.5000000,45294720
20160901,00:00:00,143.8800000,144.7800000,143.6000000,144.2500000,41937950
20160902,00:00:00,144.4500000,147.0900000,143.8200000,146.8800000,53772780
20160905,00:00:00,147.5100000,149.6000000,147.0900000,149.5000000,59545820
20160906,00:00:00,149.7100000,150.8100000,149.0600000,150.6400000,60147990
20160907,00:00:00,150.9500000,155.0300000,150.9200000,154.3300000,95289530
20160908,00:00:00,155.2500000,156.2500000,152.6700000,153.4500000,64537130
20160909,00:00:00,152.8000000,152.8400000,151.2200000,151.6000000,33736960
20160912,00:00:00,149.7300000,151.6900000,148.6500000,151.4300000,55871980
20160913,00:00:00,151.5000000,152.1000000,149.2500000,149.8000000,36148670
20160914,00:00:00,149.9000000,151.5500000,149.3500000,150.8600000,38688330
20160915,00:00:00,150.5400000,150.7800000,148.0600000,149.1400000,45107520
20160916,00:00:00,149.3100000,149.6800000,147.0000000,147.0000000,49910660
20160919,00:00:00,148.7900000,149.9100000,148.0700000,148.6600000,38924550
20160920,00:00:00,148.1200000,149.4000000,147.0400000,149.3000000,35149660
20160921,00:00:00,149.8500000,151.5400000,149.7200000,150.6700000,43697250
20160922,00:00:00,152.5100000,154.5000000,151.6200000,154.1800000,66092620
20160923,00:00:00,153.7600000,153.7600000,150.1300000,151.5000000,51176510
20160926,00:00:00,149.9000000,152.4500000,148.7000000,149.1000000,51986750
20160927,00:00:00,149.5900000,149.6900000,147.2800000,147.5300000,40348840
20160928,00:00:00,148.1200000,149.3400000,146.7100000,147.1800000,40230280
20160929,00:00:00,150.2000000,150.8800000,148.0500000,148.4700000,56297300
20160930,00:00:00,146.9900000,147.0000000,144.6000000,145.3400000,57798440
20161003,00:00:00,146.0000000,148.8700000,145.7500000,148.8700000,47941420
20161004,00:00:00,148.9300000,149.1200000,146.2100000,148.1000000,46459310
20161005,00:00:00,148.1400000,148.4000000,146.3000000,147.9500000,37966310
20161006,00:00:00,148.0400000,149.6900000,147.5500000,148.9000000,32699850
20161007,00:00:00,149.5800000,150.5000000,147.8900000,148.7400000,49388830
20161010,00:00:00,149.3000000,151.3000000,148.3600000,151.2700000,37482300
20161011,00:00:00,150.9000000,152.4400000,150.5100000,151.3000000,46376980
20161012,00:00:00,151.2000000,151.5900000,148.8100000,149.2000000,35317240
20161013,00:00:00,148.6400000,148.6500000,145.7600000,146.0900000,52801720
20161014,00:00:00,146.6500000,147.9600000,146.1600000,146.7300000,37099700
20161017,00:00:00,146.5200000,147.1300000,145.5400000,146.4600000,42562890
20161018,00:00:00,147.4700000,148.4400000,147.0200000,147.7400000,32892040
20161019,00:00:00,148.3900000,149.2000000,148.0700000,148.6000000,31814210
20161020,00:00:00,148.8300000,149.0000000,147.2900000,148.2600000,34157360
20161021,00:00:00,148.0300000,148.8400000,147.4800000,148.4200000,23313770
20161024,00:00:00,149.2300000,150.4500000,148.9400000,149.1500000,37410050
20161025,00:00:00,149.7400000,152.2300000,149.2200000,151.5700000,36118270
20161026,00:00:00,151.2100000,151.7000000,149.7500000,150.6700000,35924950
20161027,00:00:00,150.6000000,151.6200000,149.3000000,149.3000000,28729750
20161028,00:00:00,149.3300000,150.0800000,148.3200000,149.2000000,22403660
20161031,00:00:00,148.9400000,148.9400000,147.4000000,147.4000000,27671510
20161101,00:00:00,147.9000000,148.9800000,145.7100000,145.8500000,44141040
20161102,00:00:00,144.6600000,145.6400000,142.3000000,142.3600000,60095570
20161103,00:00:00,142.7900000,143.6600000,141.6000000,142.7500000,40279790
20161107,00:00:00,143.6200000,144.8800000,142.5500000,143.4000000,32393320
20161108,00:00:00,144.2400000,146.3300000,143.6800000,146.1100000,37336380
20161109,00:00:00,143.0100000,151.3500000,142.5000000,151.0400000,102095030
20161110,00:00:00,151.8900000,155.5700000,151.8400000,153.3600000,100318590
20161111,00:00:00,152.9900000,153.6800000,151.4400000,151.5100000,69438610
20161114,00:00:00,152.4800000,152.8500000,149.1700000,150.4000000,47632130
20161115,00:00:00,151.0000000,152.3700000,148.7500000,149.8500000,50365840
20161116,00:00:00,150.9200000,151.8800000,149.1800000,149.9400000,35559810
20161117,00:00:00,149.9300000,150.9500000,148.9500000,149.7500000,37666370
20161118,00:00:00,149.9900000,150.8400000,149.6400000,150.0500000,27249640
20161121,00:00:00,150.9300000,153.2500000,150.9000000,153.0000000,39942520
20161122,00:00:00,153.8000000,155.6800000,153.6400000,155.0000000,68518420
20161123,00:00:00,155.4300000,155.4400000,154.5500000,155.2300000,36326550
20161124,00:00:00,155.3800000,161.2000000,155.3000000,161.1500000,68780590
20161125,00:00:00,161.0000000,163.4200000,158.9400000,160.3600000,69110630
20161128,00:00:00,160.1000000,161.1200000,158.4300000,159.4000000,33471380
20161129,00:00:00,158.9100000,160.7000000,157.6000000,158.0700000,49329590
20161130,00:00:00,158.3100000,160.1300000,157.7100000,158.7000000,62375230
20161201,00:00:00,159.8000000,160.0000000,157.7500000,158.7000000,44208780
20161202,00:00:00,158.4100000,159.9400000,157.1000000,159.4000000,52745320
20161205,00:00:00,158.7600000,163.2300000,158.4300000,162.0200000,56571820
20161206,00:00:00,161.9800000,162.9400000,159.3500000,159.3500000,47131720
20161207,00:00:00,159.8000000,161.0000000,158.5800000,159.9500000,46885010
20161208,00:00:00,160.7000000,168.9800000,160.6700000,168.9800000,98124080
20161209,00:00:00,169.6700000,170.8700000,167.6000000,169.6600000,74379560
20161212,00:00:00,172.0000000,178.9300000,171.3500000,175.4000000,114230960
20161213,00:00:00,175.0000000,177.4800000,172.0600000,176.9000000,64532700
20161214,00:00:00,177.0000000,177.8700000,172.3700000,173.7000000,53770010
20161215,00:00:00,171.5000000,175.3900000,171.3500000,174.9200000,74954190
20161216,00:00:00,175.6400000,177.0400000,173.5000000,173.9000000,50022910
20161219,00:00:00,174.7500000,175.5500000,173.2000000,174.3000000,34104700
20161220,00:00:00,174.0800000,176.8600000,173.0300000,175.9000000,31465650
20161221,00:00:00,176.5700000,185.3400000,174.6500000,174.7100000,92632940
20161222,00:00:00,174.4400000,175.3500000,170.0000000,170.0000000,66965850
20161223,00:00:00,169.7800000,171.7600000,168.5500000,171.1500000,37329090
20161226,00:00:00,171.2100000,173.2000000,171.1500000,171.9700000,21197560
20161227,00:00:00,172.0000000,172.7000000,170.5000000,172.2700000,19772190
20161228,00:00:00,172.9900000,173.6300000,170.1000000,170.1000000,36973350
20161229,00:00:00,170.0500000,172.2200000,167.5500000,171.3000000,49574970
20161230,00:00:00,171.6100000,173.2500000,170.5600000,173.2500000,35419390
20170103,00:00:00,173.4100000,181.6800000,173.0000000,180.1200000,53842180
20170104,00:00:00,178.9100000,179.4100000,174.2300000,175.9500000,41327620
20170105,00:00:00,176.3200000,177.2800000,171.5400000,171.9000000,35076900
20170106,00:00:00,172.4100000,173.7500000,169.5000000,170.6900000,35395940
20170109,00:00:00,171.3700000,172.3900000,168.0500000,168.3500000,35166440
20170110,00:00:00,168.3700000,172.3000000,167.5400000,171.6000000,58834680
20170111,00:00:00,171.5000000,173.0500000,168.5400000,169.0500000,52736220
20170112,00:00:00,170.0000000,170.6500000,168.0200000,168.2700000,49804960
20170113,00:00:00,168.8000000,172.3900000,163.8800000,164.9000000,85940780
20170116,00:00:00,165.2100000,166.8000000,164.0600000,164.6600000,37557260
20170117,00:00:00,164.7100000,166.4700000,163.3400000,165.9800000,45959420
20170118,00:00:00,165.8100000,167.8000000,164.3100000,165.2400000,42378670
20170119,00:00:00,165.5000000,166.9900000,164.6900000,166.3000000,38472590
20170120,00:00:00,166.5000000,168.1900000,165.4200000,167.4900000,32568940
20170123,00:00:00,167.3100000,167.3100000,164.5300000,166.7500000,36434510
20170124,00:00:00,167.3800000,170.7000000,167.2400000,170.2500000,45367280
20170125,00:00:00,170.3600000,171.3000000,169.5000000,170.2600000,42503590
20170126,00:00:00,170.8200000,174.3900000,169.0600000,173.7900000,56036230
20170127,00:00:00,173.8100000,178.9200000,173.0000000,178.9200000,71099490
20170130,00:00:00,177.5000000,178.0000000,174.2400000,174.6000000,45749280
20170131,00:00:00,174.3700000,175.2700000,172.0700000,172.2000000,46470590
20170201,00:00:00,172.5100000,174.2700000,171.7500000,173.9000000,42193480
20170202,00:00:00,173.9000000,174.6900000,171.9500000,172.8300000,31041850
20170203,00:00:00,173.0700000,174.1900000,172.2700000,173.8000000,34713800
20170206,00:00:00,174.3000000,174.9800000,172.2200000,172.8700000,33872650
20170207,00:00:00,173.0000000,174.1800000,171.5100000,173.4700000,33473120
20170208,00:00:00,173.1500000,173.1500000,170.7700000,171.2000000,33273330
20170209,00:00:00,171.9400000,172.6700000,167.8400000,168.8000000,48715170
20170210,00:00:00,169.0700000,170.4500000,165.4000000,165.5000000,59285630
20170213,00:00:00,166.0600000,167.0500000,163.5000000,164.7000000,52988560
20170214,00:00:00,164.9900000,165.1400000,162.0100000,162.7000000,54452230
20170215,00:00:00,162.2500000,165.5700000,160.0000000,163.5000000,68790290
20170216,00:00:00,164.0300000,166.5000000,162.2100000,166.4900000,44308970
20170217,00:00:00,166.4000000,167.1200000,164.4200000,165.4900000,32553630
20170220,00:00:00,166.3700000,166.6900000,163.9300000,165.4400000,26953640
20170221,00:00:00,165.1800000,168.3800000,164.8000000,167.0000000,39626950
20170222,00:00:00,167.4400000,168.3000000,164.3500000,165.9000000,40633810
20170224,00:00:00,166.5300000,168.0200000,165.0300000,165.5100000,29587170
20170227,00:00:00,166.0000000,166.3400000,160.6200000,160.9500000,41929270
20170228,00:00:00,161.0500000,161.1900000,155.7000000,156.0000000,67891140
20170301,00:00:00,155.9900000,160.9200000,155.9900000,160.0000000,62236720
20170302,00:00:00,161.2000000,164.3000000,160.3300000,163.4000000,65010400
20170303,00:00:00,162.9300000,164.8900000,161.6100000,164.4000000,38192960
20170306,00:00:00,164.5100000,165.9900000,162.0000000,162.0000000,36786400
20170307,00:00:00,162.3300000,162.3800000,158.9000000,160.9800000,44827830
20170309,00:00:00,159.3000000,160.8400000,155.2300000,156.2000000,63624090
20170310,00:00:00,157.3600000,159.4000000,155.5500000,157.5000000,51231270
20170313,00:00:00,157.4700000,159.8700000,155.8600000,158.9200000,34056930
20170314,00:00:00,159.3000000,160.7500000,157.0200000,157.4200000,59180030
20170315,00:00:00,158.0600000,159.6700000,156.0600000,156.2000000,48779150
20170316,00:00:00,157.8300000,159.8500000,157.8200000,158.3500000,68209960
20170317,00:00:00,158.5000000,162.8500000,158.1700000,161.1500000,65442610
20170320,00:00:00,161.5300000,164.0500000,160.6100000,163.8000000,41462870
20170321,00:00:00,164.5000000,165.4900000,162.2500000,162.9800000,39731890
20170322,00:00:00,162.0100000,162.9200000,159.7500000,162.9200000,40657710
20170323,00:00:00,163.3900000,164.8400000,162.1000000,164.1500000,38642980
20170324,00:00:00,163.9900000,165.9000000,163.0700000,164.5200000,32993360
20170327,00:00:00,163.0300000,163.3700000,161.1000000,162.6900000,35229330
20170328,00:00:00,163.4800000,164.1000000,162.0500000,163.6600000,30439500
20170329,00:00:00,164.0100000,164.9000000,162.3700000,163.2200000,26134840
20170330,00:00:00,163.3800000,164.1000000,161.9000000,163.5000000,24384990
20170331,00:00:00,163.4500000,163.7000000,159.5100000,159.8000000,31601040
20170403,00:00:00,160.5000000,162.9400000,159.8400000,161.8000000,32636130
20170404,00:00:00,161.4000000,163.9500000,160.7000000,163.5000000,23318810
20170405,00:00:00,164.3200000,168.4500000,163.8200000,168.1000000,57692310
20170406,00:00:00,167.5300000,168.1900000,166.4100000,167.4900000,24375820
